"statefips","countyfips","countyns10","geoid10","name","namelsad10","boundingbox","corner_sw","corner_nw","corner_ne","corner_se","corner_wtf","extentn","extents","extente","extentw"
"02","185","01419978","02185","North Slope","North Slope Borough","POLYGON((-166.985511 67.99894,-166.985511 71.441059,-141.002648 71.441059,-141.002648 67.99894,-166.985511 67.99894))","67.99894,-166.985511","71.441059,-166.985511","71.441059,-141.002648","67.99894,-141.002648","67.99894,-166.985511","71.441059","67.99894","-141.002648","-166.985511"
"02","188","01419979","02188","Northwest Arctic","Northwest Arctic Borough","POLYGON((-165.55557 65.435857,-165.55557 68.301027,-154.132279 68.301027,-154.132279 65.435857,-165.55557 65.435857))","65.435857,-165.55557","68.301027,-165.55557","68.301027,-154.132279","65.435857,-154.132279","65.435857,-165.55557","68.301027","65.435857","-154.132279","-165.55557"
"02","195","02516404","02195","Petersburg","Petersburg Census Area","POLYGON((-134.666717 55.693053,-134.666717 57.426861,-132.051044 57.426861,-132.051044 55.693053,-134.666717 55.693053))","55.693053,-134.666717","57.426861,-134.666717","57.426861,-132.051044","55.693053,-132.051044","55.693053,-134.666717","57.426861","55.693053","-132.051044","-134.666717"
"02","198","01419980","02198","Prince of Wales-Hyder","Prince of Wales-Hyder Census Area","POLYGON((-134.026978 54.632045,-134.026978 56.389703,-130.00426 56.389703,-130.00426 54.632045,-134.026978 54.632045))","54.632045,-134.026978","56.389703,-134.026978","56.389703,-130.00426","54.632045,-130.00426","54.632045,-134.026978","56.389703","54.632045","-130.00426","-134.026978"
"02","220","01419981","02220","Sitka","Sitka City and Borough","POLYGON((-136.454479 56.145021,-136.454479 58.001387,-134.436541 58.001387,-134.436541 56.145021,-136.454479 56.145021))","56.145021,-136.454479","58.001387,-136.454479","58.001387,-134.436541","56.145021,-134.436541","56.145021,-136.454479","58.001387","56.145021","-134.436541","-136.454479"
"02","230","02339479","02230","Skagway","Skagway Municipality","POLYGON((-135.722551 59.340621,-135.722551 59.799626,-134.993255 59.799626,-134.993255 59.340621,-135.722551 59.340621))","59.340621,-135.722551","59.799626,-135.722551","59.799626,-134.993255","59.340621,-134.993255","59.340621,-135.722551","59.799626","59.340621","-134.993255","-135.722551"
"02","240","01419983","02240","Southeast Fairbanks","Southeast Fairbanks Census Area","POLYGON((-147.003185 61.90103,-147.003185 65.839421,-141.002111 65.839421,-141.002111 61.90103,-147.003185 61.90103))","61.90103,-147.003185","65.839421,-147.003185","65.839421,-141.002111","61.90103,-141.002111","61.90103,-147.003185","65.839421","61.90103","-141.002111","-147.003185"
"02","261","01419984","02261","Valdez-Cordova","Valdez-Cordova Census Area","POLYGON((-148.980202 59.334006,-148.980202 63.222611,-141.001849 63.222611,-141.001849 59.334006,-148.980202 59.334006))","59.334006,-148.980202","63.222611,-148.980202","63.222611,-141.001849","59.334006,-141.001849","59.334006,-148.980202","63.222611","59.334006","-141.001849","-148.980202"
"02","270","01419985","02270","Wade Hampton","Wade Hampton Census Area","POLYGON((-166.288613 60.917108,-166.288613 63.317355,-160.18666 63.317355,-160.18666 60.917108,-166.288613 60.917108))","60.917108,-166.288613","63.317355,-166.288613","63.317355,-160.18666","60.917108,-160.18666","60.917108,-166.288613","63.317355","60.917108","-160.18666","-166.288613"
"02","275","02418874","02275","Wrangell","Wrangell City and Borough","POLYGON((-133.169362 55.636609,-133.169362 56.903305,-130.997924 56.903305,-130.997924 55.636609,-133.169362 55.636609))","55.636609,-133.169362","56.903305,-133.169362","56.903305,-130.997924","55.636609,-130.997924","55.636609,-133.169362","56.903305","55.636609","-130.997924","-133.169362"
"02","282","01419986","02282","Yakutat","Yakutat City and Borough","POLYGON((-143.889952 58.781314,-143.889952 60.527746,-137.498558 60.527746,-137.498558 58.781314,-143.889952 58.781314))","58.781314,-143.889952","60.527746,-143.889952","60.527746,-137.498558","58.781314,-137.498558","58.781314,-143.889952","60.527746","58.781314","-137.498558","-143.889952"
"02","290","01419987","02290","Yukon-Koyukuk","Yukon-Koyukuk Census Area","POLYGON((-161.047821 61.945454,-161.047821 68.507297,-141.00246 68.507297,-141.00246 61.945454,-161.047821 61.945454))","61.945454,-161.047821","68.507297,-161.047821","68.507297,-141.00246","61.945454,-141.00246","61.945454,-161.047821","68.507297","61.945454","-141.00246","-161.047821"
"04","001","00025441","04001","Apache","Apache County","POLYGON((-110.000705 33.475417,-110.000705 36.999389,-109.045223 36.999389,-109.045223 33.475417,-110.000705 33.475417))","33.475417,-110.000705","36.999389,-110.000705","36.999389,-109.045223","33.475417,-109.045223","33.475417,-110.000705","36.999389","33.475417","-109.045223","-110.000705"
"04","003","00025442","04003","Cochise","Cochise County","POLYGON((-110.460917 31.332502,-110.460917 32.427652,-109.047612 32.427652,-109.047612 31.332502,-110.460917 31.332502))","31.332502,-110.460917","32.427652,-110.460917","32.427652,-109.047612","31.332502,-109.047612","31.332502,-110.460917","32.427652","31.332502","-109.047612","-110.460917"
"04","005","00025443","04005","Coconino","Coconino County","POLYGON((-113.354176 34.258411,-113.354176 37.003273,-110.750671 37.003273,-110.750671 34.258411,-113.354176 34.258411))","34.258411,-113.354176","37.003273,-113.354176","37.003273,-110.750671","34.258411,-110.750671","34.258411,-113.354176","37.003273","34.258411","-110.750671","-113.354176"
"04","007","00040471","04007","Gila","Gila County","POLYGON((-111.720728 32.983673,-111.720728 34.499312,-110.00058 34.499312,-110.00058 32.983673,-111.720728 32.983673))","32.983673,-111.720728","34.499312,-111.720728","34.499312,-110.00058","32.983673,-110.00058","32.983673,-111.720728","34.499312","32.983673","-110.00058","-111.720728"
"04","009","00025444","04009","Graham","Graham County","POLYGON((-110.458136 32.424475,-110.458136 33.652751,-109.113987 33.652751,-109.113987 32.424475,-110.458136 32.424475))","32.424475,-110.458136","33.652751,-110.458136","33.652751,-109.113987","32.424475,-109.113987","32.424475,-110.458136","33.652751","32.424475","-109.113987","-110.458136"
"04","011","00042807","04011","Greenlee","Greenlee County","POLYGON((-109.495774 32.426177,-109.495774 33.778748,-109.046564 33.778748,-109.046564 32.426177,-109.495774 32.426177))","32.426177,-109.495774","33.778748,-109.495774","33.778748,-109.046564","32.426177,-109.046564","32.426177,-109.495774","33.778748","32.426177","-109.046564","-109.495774"
"04","012","00043540","04012","La Paz","La Paz County","POLYGON((-114.731223 33.025384,-114.731223 34.319126,-113.333078 34.319126,-113.333078 33.025384,-114.731223 33.025384))","33.025384,-114.731223","34.319126,-114.731223","34.319126,-113.333078","33.025384,-113.333078","33.025384,-114.731223","34.319126","33.025384","-113.333078","-114.731223"
"04","013","00037026","04013","Maricopa","Maricopa County","POLYGON((-113.334436 32.504938,-113.334436 34.04817,-111.039905 34.04817,-111.039905 32.504938,-113.334436 32.504938))","32.504938,-113.334436","34.04817,-113.334436","34.04817,-111.039905","32.504938,-111.039905","32.504938,-113.334436","34.04817","32.504938","-111.039905","-113.334436"
"04","015","00025445","04015","Mohave","Mohave County","POLYGON((-114.754681 34.209626,-114.754681 37.000821,-112.528968 37.000821,-112.528968 34.209626,-114.754681 34.209626))","34.209626,-114.754681","37.000821,-114.754681","37.000821,-112.528968","34.209626,-112.528968","34.209626,-114.754681","37.000821","34.209626","-112.528968","-114.754681"
"04","017","00042808","04017","Navajo","Navajo County","POLYGON((-110.7509 33.567175,-110.7509 37.00426,-109.826711 37.00426,-109.826711 33.567175,-110.7509 33.567175))","33.567175,-110.7509","37.00426,-110.7509","37.00426,-109.826711","33.567175,-109.826711","33.567175,-110.7509","37.00426","33.567175","-109.826711","-110.7509"
"04","019","00025446","04019","Pima","Pima County","POLYGON((-113.334105 31.426075,-113.334105 32.514188,-110.447322 32.514188,-110.447322 31.426075,-113.334105 31.426075))","31.426075,-113.334105","32.514188,-113.334105","32.514188,-110.447322","31.426075,-110.447322","31.426075,-113.334105","32.514188","31.426075","-110.447322","-113.334105"
"04","021","00025447","04021","Pinal","Pinal County","POLYGON((-112.203736 32.501202,-112.203736 33.466104,-110.448354 33.466104,-110.448354 32.501202,-112.203736 32.501202))","32.501202,-112.203736","33.466104,-112.203736","33.466104,-110.448354","32.501202,-110.448354","32.501202,-112.203736","33.466104","32.501202","-110.448354","-112.203736"
"04","023","00040472","04023","Santa Cruz","Santa Cruz County","POLYGON((-111.36689 31.332177,-111.36689 31.731818,-110.45172 31.731818,-110.45172 31.332177,-111.36689 31.332177))","31.332177,-111.36689","31.731818,-111.36689","31.731818,-110.45172","31.332177,-110.45172","31.332177,-111.36689","31.731818","31.332177","-110.45172","-111.36689"
"04","025","00042809","04025","Yavapai","Yavapai County","POLYGON((-113.334161 33.882312,-113.334161 35.531148,-111.461299 35.531148,-111.461299 33.882312,-113.334161 33.882312))","33.882312,-113.334161","35.531148,-113.334161","35.531148,-111.461299","33.882312,-111.461299","33.882312,-113.334161","35.531148","33.882312","-111.461299","-113.334161"
"04","027","00023901","04027","Yuma","Yuma County","POLYGON((-114.816591 32.038607,-114.816591 33.464657,-113.333212 33.464657,-113.333212 32.038607,-114.816591 32.038607))","32.038607,-114.816591","33.464657,-114.816591","33.464657,-113.333212","32.038607,-113.333212","32.038607,-114.816591","33.464657","32.038607","-113.333212","-114.816591"
"05","001","00063755","05001","Arkansas","Arkansas County","POLYGON((-91.711795 33.93751,-91.711795 34.56805,-91.052075 34.56805,-91.052075 33.93751,-91.711795 33.93751))","33.93751,-91.711795","34.56805,-91.711795","34.56805,-91.052075","33.93751,-91.052075","33.93751,-91.711795","34.56805","33.93751","-91.052075","-91.711795"
"05","003","00063756","05003","Ashley","Ashley County","POLYGON((-92.143596 33.005915,-92.143596 33.398214,-91.457334 33.398214,-91.457334 33.005915,-92.143596 33.005915))","33.005915,-92.143596","33.398214,-92.143596","33.398214,-91.457334","33.005915,-91.457334","33.005915,-92.143596","33.398214","33.005915","-91.457334","-92.143596"
"05","005","00069895","05005","Baxter","Baxter County","POLYGON((-92.594975 35.974022,-92.594975 36.498738,-92.150295 36.498738,-92.150295 35.974022,-92.594975 35.974022))","35.974022,-92.594975","36.498738,-92.594975","36.498738,-92.150295","35.974022,-92.150295","35.974022,-92.594975","36.498738","35.974022","-92.150295","-92.594975"
"05","007","00069896","05007","Benton","Benton County","POLYGON((-94.617919 36.099396,-94.617919 36.499749,-93.815565 36.499749,-93.815565 36.099396,-94.617919 36.099396))","36.099396,-94.617919","36.499749,-94.617919","36.499749,-93.815565","36.099396,-93.815565","36.099396,-94.617919","36.499749","36.099396","-93.815565","-94.617919"
"05","009","00069897","05009","Boone","Boone County","POLYGON((-93.300828 36.114132,-93.300828 36.49843,-92.854049 36.49843,-92.854049 36.114132,-93.300828 36.114132))","36.114132,-93.300828","36.49843,-93.300828","36.49843,-92.854049","36.114132,-92.854049","36.114132,-93.300828","36.49843","36.114132","-92.854049","-93.300828"
"05","011","00063757","05011","Bradley","Bradley County","POLYGON((-92.382549 33.161164,-92.382549 33.707806,-91.959916 33.707806,-91.959916 33.161164,-92.382549 33.161164))","33.161164,-92.382549","33.707806,-92.382549","33.707806,-91.959916","33.161164,-91.959916","33.161164,-92.382549","33.707806","33.161164","-91.959916","-92.382549"
"05","013","00063758","05013","Calhoun","Calhoun County","POLYGON((-92.776729 33.26979,-92.776729 33.802198,-92.311079 33.802198,-92.311079 33.26979,-92.776729 33.26979))","33.26979,-92.776729","33.802198,-92.776729","33.802198,-92.311079","33.26979,-92.311079","33.26979,-92.776729","33.802198","33.26979","-92.311079","-92.776729"
"05","015","00066975","05015","Carroll","Carroll County","POLYGON((-93.890542 36.121264,-93.890542 36.499316,-93.295686 36.499316,-93.295686 36.121264,-93.890542 36.121264))","36.121264,-93.890542","36.499316,-93.890542","36.499316,-93.295686","36.121264,-93.295686","36.121264,-93.890542","36.499316","36.121264","-93.295686","-93.890542"
"05","017","00069160","05017","Chicot","Chicot County","POLYGON((-91.460516 33.004106,-91.460516 33.563703,-91.043604 33.563703,-91.043604 33.004106,-91.460516 33.004106))","33.004106,-91.460516","33.563703,-91.460516","33.563703,-91.043604","33.004106,-91.043604","33.004106,-91.460516","33.563703","33.004106","-91.043604","-91.460516"
"05","019","00066845","05019","Clark","Clark County","POLYGON((-93.502208 33.769789,-93.502208 34.340851,-92.876425 34.340851,-92.876425 33.769789,-93.502208 33.769789))","33.769789,-93.502208","34.340851,-93.502208","34.340851,-92.876425","33.769789,-92.876425","33.769789,-93.502208","34.340851","33.769789","-92.876425","-93.502208"
"05","021","00063759","05021","Clay","Clay County","POLYGON((-90.806616 36.200528,-90.806616 36.498676,-90.062733 36.498676,-90.062733 36.200528,-90.806616 36.200528))","36.200528,-90.806616","36.498676,-90.806616","36.498676,-90.062733","36.200528,-90.062733","36.200528,-90.806616","36.498676","36.200528","-90.062733","-90.806616"
"05","023","00066983","05023","Cleburne","Cleburne County","POLYGON((-92.252759 35.358287,-92.252759 35.71219,-91.7896 35.71219,-91.7896 35.358287,-92.252759 35.358287))","35.358287,-92.252759","35.71219,-92.252759","35.71219,-91.7896","35.358287,-91.7896","35.358287,-92.252759","35.71219","35.358287","-91.7896","-92.252759"
"05","025","00063760","05025","Cleveland","Cleveland County","POLYGON((-92.475602 33.704194,-92.475602 34.064141,-91.953049 34.064141,-91.953049 33.704194,-92.475602 33.704194))","33.704194,-92.475602","34.064141,-92.475602","34.064141,-91.953049","33.704194,-91.953049","33.704194,-92.475602","34.064141","33.704194","-91.953049","-92.475602"
"05","027","00063761","05027","Columbia","Columbia County","POLYGON((-93.49052 33.017268,-93.49052 33.455045,-92.978469 33.455045,-92.978469 33.017268,-93.49052 33.017268))","33.017268,-93.49052","33.455045,-93.49052","33.455045,-92.978469","33.017268,-92.978469","33.017268,-93.49052","33.455045","33.017268","-92.978469","-93.49052"
"05","029","00066846","05029","Conway","Conway County","POLYGON((-93.040967 35.071268,-93.040967 35.46295,-92.479268 35.46295,-92.479268 35.071268,-93.040967 35.071268))","35.071268,-93.040967","35.46295,-93.040967","35.46295,-92.479268","35.071268,-92.479268","35.071268,-93.040967","35.46295","35.071268","-92.479268","-93.040967"
"05","031","00066847","05031","Craighead","Craighead County","POLYGON((-91.036967 35.699914,-91.036967 35.99641,-90.286707 35.99641,-90.286707 35.699914,-91.036967 35.699914))","35.699914,-91.036967","35.99641,-91.036967","35.99641,-90.286707","35.699914,-90.286707","35.699914,-91.036967","35.99641","35.699914","-90.286707","-91.036967"
"05","033","00069161","05033","Crawford","Crawford County","POLYGON((-94.49313 35.35059,-94.49313 35.764636,-93.892246 35.764636,-93.892246 35.35059,-94.49313 35.35059))","35.35059,-94.49313","35.764636,-94.49313","35.764636,-93.892246","35.35059,-93.892246","35.35059,-94.49313","35.764636","35.35059","-93.892246","-94.49313"
"05","035","00069162","05035","Crittenden","Crittenden County","POLYGON((-90.506475 34.83297,-90.506475 35.441763,-90.064612 35.441763,-90.064612 34.83297,-90.506475 34.83297))","34.83297,-90.506475","35.441763,-90.506475","35.441763,-90.064612","34.83297,-90.064612","34.83297,-90.506475","35.441763","34.83297","-90.064612","-90.506475"
"05","037","00066848","05037","Cross","Cross County","POLYGON((-91.04267 35.143368,-91.04267 35.449711,-90.502169 35.449711,-90.502169 35.143368,-91.04267 35.143368))","35.143368,-91.04267","35.449711,-91.04267","35.449711,-90.502169","35.143368,-90.502169","35.143368,-91.04267","35.449711","35.143368","-90.502169","-91.04267"
"05","039","00066849","05039","Dallas","Dallas County","POLYGON((-92.961419 33.795065,-92.961419 34.155877,-92.334249 34.155877,-92.334249 33.795065,-92.961419 33.795065))","33.795065,-92.961419","34.155877,-92.961419","34.155877,-92.334249","33.795065,-92.334249","33.795065,-92.961419","34.155877","33.795065","-92.334249","-92.961419"
